2.00	0.03556324
2.00	0.08178066
2.00	0.04013432
2.00	0.08178066
2.00	0.03556324
2.24	0.05262365
2.24	0.05594216
2.24	0.05594216
2.24	0.05262365	
2.83	0.00759413
2.83	0.01491624
2.83	0.00759413	
3.61	-0.00054575
3.61	-0.00301017	
4.47	0.00127898
